ULW,Material,Optik,Schale,Hoehe,Daemmung,Luefterrahmen_Variante,Lichtkuppel_Preis_EUR,Aufsatzkranz_Preis_EUR,Luefterrahmen_Preis_EUR,Zusatzkosten_EUR,Total_EUR
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,100 mm,manuell offenbar (Spindel),565.2,764.5,335.1,52.5,1717.30
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),565.2,764.5,335.1,241.29,1906.09
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,764.5,335.1,280.32,1945.12
100,Acryl (Standard),opal (Milchglas),1-schalig,15 cm,20 mm,keine,175.2,274.2,,,449.40
100,Acryl (Standard),opal (Milchglas),1-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),175.2,274.2,0,0,449.40
100,Acryl (Standard),opal (Milchglas),1-schalig,15 cm,20 mm,manuell offenbar (Spindel),175.2,274.2,335.1,52.5,837.00
100,Acryl (Standard),opal (Milchglas),1-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),175.2,274.2,335.1,241.29,1025.79
100,Acryl (Standard),opal (Milchglas),1-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,274.2,335.1,280.32,1064.82
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,20 mm,keine,175.2,360.9,,,536.10
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),175.2,360.9,0,0,536.10
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,20 mm,manuell offenbar (Spindel),175.2,360.9,335.1,52.5,923.70
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),175.2,360.9,335.1,241.29,1112.49
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,360.9,335.1,280.32,1151.52
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,40 mm,keine,175.2,500.5,,,675.70
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),175.2,500.5,0,0,675.70
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,40 mm,manuell offenbar (Spindel),175.2,500.5,335.1,52.5,1063.30
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),175.2,500.5,335.1,241.29,1252.09
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,500.5,335.1,280.32,1291.12
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,50 mm,keine,175.2,505.3,,,680.50
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),175.2,505.3,0,0,680.50
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,50 mm,manuell offenbar (Spindel),175.2,505.3,335.1,52.5,1068.10
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),175.2,505.3,335.1,241.29,1256.89
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,505.3,335.1,280.32,1295.92
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,60 mm,keine,175.2,511.3,,,686.50
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),175.2,511.3,0,0,686.50
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,60 mm,manuell offenbar (Spindel),175.2,511.3,335.1,52.5,1074.10
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),175.2,511.3,335.1,241.29,1262.89
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,511.3,335.1,280.32,1301.92
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,80 mm,keine,175.2,516.9,,,692.10
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),175.2,516.9,0,0,692.10
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,80 mm,manuell offenbar (Spindel),175.2,516.9,335.1,52.5,1079.70
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),175.2,516.9,335.1,241.29,1268.49
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,516.9,335.1,280.32,1307.52
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,100 mm,keine,175.2,525.7,,,700.90
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),175.2,525.7,0,0,700.90
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,100 mm,manuell offenbar (Spindel),175.2,525.7,335.1,52.5,1088.50
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),175.2,525.7,335.1,241.29,1277.29
100,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,525.7,335.1,280.32,1316.32
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,20 mm,keine,175.2,530.1,,,705.30
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),175.2,530.1,0,0,705.30
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,20 mm,manuell offenbar (Spindel),175.2,530.1,335.1,52.5,1092.90
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),175.2,530.1,335.1,241.29,1281.69
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,530.1,335.1,280.32,1320.72
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,40 mm,keine,175.2,730.9,,,906.10
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),175.2,730.9,0,0,906.10
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,40 mm,manuell offenbar (Spindel),175.2,730.9,335.1,52.5,1293.70
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),175.2,730.9,335.1,241.29,1482.49
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,730.9,335.1,280.32,1521.52
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,50 mm,keine,175.2,736.5,,,911.70
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),175.2,736.5,0,0,911.70
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,50 mm,manuell offenbar (Spindel),175.2,736.5,335.1,52.5,1299.30
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),175.2,736.5,335.1,241.29,1488.09
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,736.5,335.1,280.32,1527.12
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,60 mm,keine,175.2,742.9,,,918.10
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),175.2,742.9,0,0,918.10
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,60 mm,manuell offenbar (Spindel),175.2,742.9,335.1,52.5,1305.70
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),175.2,742.9,335.1,241.29,1494.49
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,742.9,335.1,280.32,1533.52
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,80 mm,keine,175.2,750.1,,,925.30
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),175.2,750.1,0,0,925.30
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,80 mm,manuell offenbar (Spindel),175.2,750.1,335.1,52.5,1312.90
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),175.2,750.1,335.1,241.29,1501.69
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,750.1,335.1,280.32,1540.72
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,100 mm,keine,175.2,764.5,,,939.70
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),175.2,764.5,0,0,939.70
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,100 mm,manuell offenbar (Spindel),175.2,764.5,335.1,52.5,1327.30
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),175.2,764.5,335.1,241.29,1516.09
100,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),175.2,764.5,335.1,280.32,1555.12
100,Acryl (Standard),opal (Milchglas),2-schalig,15 cm,20 mm,keine,275.7,274.2,,,549.90
100,Acryl (Standard),opal (Milchglas),2-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),275.7,274.2,0,0,549.90
100,Acryl (Standard),opal (Milchglas),2-schalig,15 cm,20 mm,manuell offenbar (Spindel),275.7,274.2,335.1,52.5,937.50
100,Acryl (Standard),opal (Milchglas),2-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),275.7,274.2,335.1,241.29,1126.29
100,Acryl (Standard),opal (Milchglas),2-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,274.2,335.1,280.32,1165.32
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,20 mm,keine,275.7,360.9,,,636.60
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),275.7,360.9,0,0,636.60
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,20 mm,manuell offenbar (Spindel),275.7,360.9,335.1,52.5,1024.20
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),275.7,360.9,335.1,241.29,1212.99
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,360.9,335.1,280.32,1252.02
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,40 mm,keine,275.7,500.5,,,776.20
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),275.7,500.5,0,0,776.20
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,40 mm,manuell offenbar (Spindel),275.7,500.5,335.1,52.5,1163.80
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),275.7,500.5,335.1,241.29,1352.59
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,500.5,335.1,280.32,1391.62
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,50 mm,keine,275.7,505.3,,,781.00
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),275.7,505.3,0,0,781.00
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,50 mm,manuell offenbar (Spindel),275.7,505.3,335.1,52.5,1168.60
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),275.7,505.3,335.1,241.29,1357.39
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,505.3,335.1,280.32,1396.42
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,60 mm,keine,275.7,511.3,,,787.00
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),275.7,511.3,0,0,787.00
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,60 mm,manuell offenbar (Spindel),275.7,511.3,335.1,52.5,1174.60
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),275.7,511.3,335.1,241.29,1363.39
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,511.3,335.1,280.32,1402.42
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,80 mm,keine,275.7,516.9,,,792.60
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),275.7,516.9,0,0,792.60
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,80 mm,manuell offenbar (Spindel),275.7,516.9,335.1,52.5,1180.20
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),275.7,516.9,335.1,241.29,1368.99
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,516.9,335.1,280.32,1408.02
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,100 mm,keine,275.7,525.7,,,801.40
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),275.7,525.7,0,0,801.40
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,100 mm,manuell offenbar (Spindel),275.7,525.7,335.1,52.5,1189.00
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),275.7,525.7,335.1,241.29,1377.79
100,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,525.7,335.1,280.32,1416.82
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,keine,275.7,530.1,,,805.80
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),275.7,530.1,0,0,805.80
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,manuell offenbar (Spindel),275.7,530.1,335.1,52.5,1193.40
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),275.7,530.1,335.1,241.29,1382.19
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,530.1,335.1,280.32,1421.22
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,keine,275.7,730.9,,,1006.60
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),275.7,730.9,0,0,1006.60
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,manuell offenbar (Spindel),275.7,730.9,335.1,52.5,1394.20
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),275.7,730.9,335.1,241.29,1582.99
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,730.9,335.1,280.32,1622.02
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,keine,275.7,736.5,,,1012.20
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),275.7,736.5,0,0,1012.20
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,manuell offenbar (Spindel),275.7,736.5,335.1,52.5,1399.80
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),275.7,736.5,335.1,241.29,1588.59
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,736.5,335.1,280.32,1627.62
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,keine,275.7,742.9,,,1018.60
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),275.7,742.9,0,0,1018.60
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,manuell offenbar (Spindel),275.7,742.9,335.1,52.5,1406.20
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),275.7,742.9,335.1,241.29,1594.99
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,742.9,335.1,280.32,1634.02
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,keine,275.7,750.1,,,1025.80
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),275.7,750.1,0,0,1025.80
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,manuell offenbar (Spindel),275.7,750.1,335.1,52.5,1413.40
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),275.7,750.1,335.1,241.29,1602.19
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,750.1,335.1,280.32,1641.22
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,keine,275.7,764.5,,,1040.20
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),275.7,764.5,0,0,1040.20
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,manuell offenbar (Spindel),275.7,764.5,335.1,52.5,1427.80
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),275.7,764.5,335.1,241.29,1616.59
100,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,764.5,335.1,280.32,1655.62
100,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,keine,370.8,274.2,,,645.00
100,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),370.8,274.2,0,0,645.00
100,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,manuell offenbar (Spindel),370.8,274.2,335.1,52.5,1032.60
100,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),370.8,274.2,335.1,241.29,1221.39
100,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,274.2,335.1,280.32,1260.42
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,keine,370.8,360.9,,,731.70
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),370.8,360.9,0,0,731.70
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,manuell offenbar (Spindel),370.8,360.9,335.1,52.5,1119.30
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),370.8,360.9,335.1,241.29,1308.09
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,360.9,335.1,280.32,1347.12
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,keine,370.8,500.5,,,871.30
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),370.8,500.5,0,0,871.30
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,manuell offenbar (Spindel),370.8,500.5,335.1,52.5,1258.90
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),370.8,500.5,335.1,241.29,1447.69
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,500.5,335.1,280.32,1486.72
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,keine,370.8,505.3,,,876.10
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),370.8,505.3,0,0,876.10
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,manuell offenbar (Spindel),370.8,505.3,335.1,52.5,1263.70
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),370.8,505.3,335.1,241.29,1452.49
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,505.3,335.1,280.32,1491.52
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,keine,370.8,511.3,,,882.10
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),370.8,511.3,0,0,882.10
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,manuell offenbar (Spindel),370.8,511.3,335.1,52.5,1269.70
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),370.8,511.3,335.1,241.29,1458.49
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,511.3,335.1,280.32,1497.52
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,keine,370.8,516.9,,,887.70
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),370.8,516.9,0,0,887.70
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,manuell offenbar (Spindel),370.8,516.9,335.1,52.5,1275.30
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),370.8,516.9,335.1,241.29,1464.09
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,516.9,335.1,280.32,1503.12
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,keine,370.8,525.7,,,896.50
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),370.8,525.7,0,0,896.50
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,manuell offenbar (Spindel),370.8,525.7,335.1,52.5,1284.10
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),370.8,525.7,335.1,241.29,1472.89
100,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,525.7,335.1,280.32,1511.92
100,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,keine,370.8,530.1,,,900.90
100,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),370.8,530.1,0,0,900.90
100,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,manuell offenbar (Spindel),370.8,530.1,335.1,52.5,1288.50
100,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),370.8,530.1,335.1,241.29,1477.29
100,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,530.1,335.1,280.32,1516.32
100,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,keine,370.8,730.9,,,1101.70
100,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),370.8,730.9,0,0,1101.70
100,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,manuell offenbar (Spindel),370.8,730.9,335.1,52.5,1489.30
100,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),370.8,730.9,335.1,241.29,1678.09
