ULW,Material,Optik,Schale,Hoehe,Daemmung,Luefterrahmen_Variante,Lichtkuppel_Preis_EUR,Aufsatzkranz_Preis_EUR,Luefterrahmen_Preis_EUR,Zusatzkosten_EUR,Total_EUR
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,manuell offenbar (Spindel),353.1,787.5,490,52.5,1683.10
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),353.1,787.5,490,241.29,1871.89
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),353.1,787.5,490,280.32,1910.92
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,keine,353.1,1048.54,,,1401.64
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),353.1,1048.54,0,0,1401.64
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,manuell offenbar (Spindel),353.1,1048.54,490,52.5,1944.14
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),353.1,1048.54,490,241.29,2132.93
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),353.1,1048.54,490,280.32,2171.96
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,keine,353.1,1055.82,,,1408.92
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),353.1,1055.82,0,0,1408.92
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,manuell offenbar (Spindel),353.1,1055.82,490,52.5,1951.42
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),353.1,1055.82,490,241.29,2140.21
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),353.1,1055.82,490,280.32,2179.24
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,keine,353.1,1064.14,,,1417.24
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),353.1,1064.14,0,0,1417.24
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,manuell offenbar (Spindel),353.1,1064.14,490,52.5,1959.74
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),353.1,1064.14,490,241.29,2148.53
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),353.1,1064.14,490,280.32,2187.56
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,keine,353.1,1073.5,,,1426.60
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),353.1,1073.5,0,0,1426.60
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,manuell offenbar (Spindel),353.1,1073.5,490,52.5,1969.10
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),353.1,1073.5,490,241.29,2157.89
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),353.1,1073.5,490,280.32,2196.92
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,keine,353.1,1092.22,,,1445.32
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),353.1,1092.22,0,0,1445.32
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,manuell offenbar (Spindel),353.1,1092.22,490,52.5,1987.82
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),353.1,1092.22,490,241.29,2176.61
130,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),353.1,1092.22,490,280.32,2215.64
130,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,keine,474.3,,,,474.30
130,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),474.3,,0,0,474.30
130,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,manuell offenbar (Spindel),474.3,,490,52.5,1016.80
130,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),474.3,,490,241.29,1205.59
130,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,,490,280.32,1244.62
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,keine,474.3,546,,,1020.30
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),474.3,546,0,0,1020.30
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,manuell offenbar (Spindel),474.3,546,490,52.5,1562.80
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),474.3,546,490,241.29,1751.59
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,546,490,280.32,1790.62
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,keine,474.3,727.48,,,1201.78
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),474.3,727.48,0,0,1201.78
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,manuell offenbar (Spindel),474.3,727.48,490,52.5,1744.28
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),474.3,727.48,490,241.29,1933.07
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,727.48,490,280.32,1972.10
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,keine,474.3,733.72,,,1208.02
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),474.3,733.72,0,0,1208.02
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,manuell offenbar (Spindel),474.3,733.72,490,52.5,1750.52
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),474.3,733.72,490,241.29,1939.31
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,733.72,490,280.32,1978.34
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,keine,474.3,741.52,,,1215.82
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),474.3,741.52,0,0,1215.82
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,manuell offenbar (Spindel),474.3,741.52,490,52.5,1758.32
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),474.3,741.52,490,241.29,1947.11
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,741.52,490,280.32,1986.14
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,keine,474.3,748.8,,,1223.10
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),474.3,748.8,0,0,1223.10
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,manuell offenbar (Spindel),474.3,748.8,490,52.5,1765.60
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),474.3,748.8,490,241.29,1954.39
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,748.8,490,280.32,1993.42
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,keine,474.3,760.24,,,1234.54
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),474.3,760.24,0,0,1234.54
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,manuell offenbar (Spindel),474.3,760.24,490,52.5,1777.04
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),474.3,760.24,490,241.29,1965.83
130,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,760.24,490,280.32,2004.86
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,keine,474.3,787.5,,,1261.80
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),474.3,787.5,0,0,1261.80
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,manuell offenbar (Spindel),474.3,787.5,490,52.5,1804.30
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),474.3,787.5,490,241.29,1993.09
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,787.5,490,280.32,2032.12
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,keine,474.3,1048.54,,,1522.84
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),474.3,1048.54,0,0,1522.84
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,manuell offenbar (Spindel),474.3,1048.54,490,52.5,2065.34
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),474.3,1048.54,490,241.29,2254.13
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,1048.54,490,280.32,2293.16
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,50 mm,keine,474.3,1055.82,,,1530.12
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),474.3,1055.82,0,0,1530.12
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,50 mm,manuell offenbar (Spindel),474.3,1055.82,490,52.5,2072.62
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),474.3,1055.82,490,241.29,2261.41
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,1055.82,490,280.32,2300.44
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,60 mm,keine,474.3,1064.14,,,1538.44
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),474.3,1064.14,0,0,1538.44
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,60 mm,manuell offenbar (Spindel),474.3,1064.14,490,52.5,2080.94
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),474.3,1064.14,490,241.29,2269.73
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,1064.14,490,280.32,2308.76
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,80 mm,keine,474.3,1073.5,,,1547.80
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),474.3,1073.5,0,0,1547.80
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,80 mm,manuell offenbar (Spindel),474.3,1073.5,490,52.5,2090.30
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),474.3,1073.5,490,241.29,2279.09
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,1073.5,490,280.32,2318.12
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,100 mm,keine,474.3,1092.22,,,1566.52
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),474.3,1092.22,0,0,1566.52
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,100 mm,manuell offenbar (Spindel),474.3,1092.22,490,52.5,2109.02
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),474.3,1092.22,490,241.29,2297.81
130,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),474.3,1092.22,490,280.32,2336.84
130,Acryl (Standard),opal (Milchglas),4-schalig,15 cm,20 mm,keine,598.2,,,,598.20
130,Acryl (Standard),opal (Milchglas),4-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),598.2,,0,0,598.20
130,Acryl (Standard),opal (Milchglas),4-schalig,15 cm,20 mm,manuell offenbar (Spindel),598.2,,490,52.5,1140.70
130,Acryl (Standard),opal (Milchglas),4-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),598.2,,490,241.29,1329.49
130,Acryl (Standard),opal (Milchglas),4-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,,490,280.32,1368.52
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,20 mm,keine,598.2,546,,,1144.20
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),598.2,546,0,0,1144.20
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,20 mm,manuell offenbar (Spindel),598.2,546,490,52.5,1686.70
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),598.2,546,490,241.29,1875.49
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,546,490,280.32,1914.52
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,40 mm,keine,598.2,727.48,,,1325.68
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),598.2,727.48,0,0,1325.68
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,40 mm,manuell offenbar (Spindel),598.2,727.48,490,52.5,1868.18
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),598.2,727.48,490,241.29,2056.97
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,727.48,490,280.32,2096.00
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,50 mm,keine,598.2,733.72,,,1331.92
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),598.2,733.72,0,0,1331.92
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,50 mm,manuell offenbar (Spindel),598.2,733.72,490,52.5,1874.42
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),598.2,733.72,490,241.29,2063.21
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,733.72,490,280.32,2102.24
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,60 mm,keine,598.2,741.52,,,1339.72
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),598.2,741.52,0,0,1339.72
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,60 mm,manuell offenbar (Spindel),598.2,741.52,490,52.5,1882.22
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),598.2,741.52,490,241.29,2071.01
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,741.52,490,280.32,2110.04
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,80 mm,keine,598.2,748.8,,,1347.00
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),598.2,748.8,0,0,1347.00
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,80 mm,manuell offenbar (Spindel),598.2,748.8,490,52.5,1889.50
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),598.2,748.8,490,241.29,2078.29
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,748.8,490,280.32,2117.32
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,100 mm,keine,598.2,760.24,,,1358.44
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),598.2,760.24,0,0,1358.44
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,100 mm,manuell offenbar (Spindel),598.2,760.24,490,52.5,1900.94
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),598.2,760.24,490,241.29,2089.73
130,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,760.24,490,280.32,2128.76
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,20 mm,keine,598.2,787.5,,,1385.70
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),598.2,787.5,0,0,1385.70
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,20 mm,manuell offenbar (Spindel),598.2,787.5,490,52.5,1928.20
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),598.2,787.5,490,241.29,2116.99
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,787.5,490,280.32,2156.02
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,40 mm,keine,598.2,1048.54,,,1646.74
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),598.2,1048.54,0,0,1646.74
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,40 mm,manuell offenbar (Spindel),598.2,1048.54,490,52.5,2189.24
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),598.2,1048.54,490,241.29,2378.03
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,1048.54,490,280.32,2417.06
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,50 mm,keine,598.2,1055.82,,,1654.02
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),598.2,1055.82,0,0,1654.02
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,50 mm,manuell offenbar (Spindel),598.2,1055.82,490,52.5,2196.52
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),598.2,1055.82,490,241.29,2385.31
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,1055.82,490,280.32,2424.34
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,60 mm,keine,598.2,1064.14,,,1662.34
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),598.2,1064.14,0,0,1662.34
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,60 mm,manuell offenbar (Spindel),598.2,1064.14,490,52.5,2204.84
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),598.2,1064.14,490,241.29,2393.63
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,1064.14,490,280.32,2432.66
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,80 mm,keine,598.2,1073.5,,,1671.70
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),598.2,1073.5,0,0,1671.70
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,80 mm,manuell offenbar (Spindel),598.2,1073.5,490,52.5,2214.20
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),598.2,1073.5,490,241.29,2402.99
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,1073.5,490,280.32,2442.02
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,100 mm,keine,598.2,1092.22,,,1690.42
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),598.2,1092.22,0,0,1690.42
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,100 mm,manuell offenbar (Spindel),598.2,1092.22,490,52.5,2232.92
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),598.2,1092.22,490,241.29,2421.71
130,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),598.2,1092.22,490,280.32,2460.74
130,Acryl (Standard),opal (Milchglas),5-schalig,15 cm,20 mm,keine,722.1,,,,722.10
130,Acryl (Standard),opal (Milchglas),5-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),722.1,,0,0,722.10
130,Acryl (Standard),opal (Milchglas),5-schalig,15 cm,20 mm,manuell offenbar (Spindel),722.1,,490,52.5,1264.60
130,Acryl (Standard),opal (Milchglas),5-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),722.1,,490,241.29,1453.39
130,Acryl (Standard),opal (Milchglas),5-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),722.1,,490,280.32,1492.42
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,20 mm,keine,722.1,546,,,1268.10
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),722.1,546,0,0,1268.10
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,20 mm,manuell offenbar (Spindel),722.1,546,490,52.5,1810.60
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),722.1,546,490,241.29,1999.39
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),722.1,546,490,280.32,2038.42
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,40 mm,keine,722.1,727.48,,,1449.58
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),722.1,727.48,0,0,1449.58
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,40 mm,manuell offenbar (Spindel),722.1,727.48,490,52.5,1992.08
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),722.1,727.48,490,241.29,2180.87
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),722.1,727.48,490,280.32,2219.90
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,50 mm,keine,722.1,733.72,,,1455.82
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),722.1,733.72,0,0,1455.82
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,50 mm,manuell offenbar (Spindel),722.1,733.72,490,52.5,1998.32
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),722.1,733.72,490,241.29,2187.11
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),722.1,733.72,490,280.32,2226.14
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,60 mm,keine,722.1,741.52,,,1463.62
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),722.1,741.52,0,0,1463.62
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,60 mm,manuell offenbar (Spindel),722.1,741.52,490,52.5,2006.12
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),722.1,741.52,490,241.29,2194.91
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),722.1,741.52,490,280.32,2233.94
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,80 mm,keine,722.1,748.8,,,1470.90
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),722.1,748.8,0,0,1470.90
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,80 mm,manuell offenbar (Spindel),722.1,748.8,490,52.5,2013.40
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),722.1,748.8,490,241.29,2202.19
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),722.1,748.8,490,280.32,2241.22
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,100 mm,keine,722.1,760.24,,,1482.34
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),722.1,760.24,0,0,1482.34
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,100 mm,manuell offenbar (Spindel),722.1,760.24,490,52.5,2024.84
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),722.1,760.24,490,241.29,2213.63
130,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),722.1,760.24,490,280.32,2252.66
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,20 mm,keine,722.1,787.5,,,1509.60
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),722.1,787.5,0,0,1509.60
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,20 mm,manuell offenbar (Spindel),722.1,787.5,490,52.5,2052.10
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),722.1,787.5,490,241.29,2240.89
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),722.1,787.5,490,280.32,2279.92
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,40 mm,keine,722.1,1048.54,,,1770.64
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),722.1,1048.54,0,0,1770.64
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,40 mm,manuell offenbar (Spindel),722.1,1048.54,490,52.5,2313.14
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),722.1,1048.54,490,241.29,2501.93
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),722.1,1048.54,490,280.32,2540.96
130,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,50 mm,keine,722.1,1055.82,,,1777.92
